SYMBOL,CLOSING PRICE,DAY,DATE
T,34.61,4,2013-10-18
T,34.44,3,2013-10-17
T,34.20,2,2013-10-16
T,33.71,1,2013-10-15
T,33.92,0,2013-10-14
T,34.20,4,2013-10-11
T,34.15,3,2013-10-10
T,33.75,2,2013-10-09
T,33.11,1,2013-10-08
T,34.00,0,2013-10-07
T,33.75,4,2013-10-04
T,33.64,3,2013-10-03
T,33.94,2,2013-10-02
T,34.06,1,2013-10-01
T,33.82,0,2013-09-30
T,33.98,4,2013-09-27
T,34.23,3,2013-09-26
T,34.05,2,2013-09-25
T,34.09,1,2013-09-24
T,34.22,0,2013-09-23
T,34.31,4,2013-09-20
T,34.81,3,2013-09-19
T,34.95,2,2013-09-18
T,34.75,1,2013-09-17
T,34.57,0,2013-09-16
T,34.32,4,2013-09-13
T,34.38,3,2013-09-12
T,33.97,2,2013-09-11
T,33.97,1,2013-09-10
T,33.63,0,2013-09-09
T,33.41,4,2013-09-06
T,33.34,3,2013-09-05
T,33.74,2,2013-09-04
T,33.32,1,2013-09-03
T,33.83,4,2013-08-30
T,33.65,3,2013-08-29
T,33.58,2,2013-08-28
T,33.69,1,2013-08-27
T,33.82,0,2013-08-26
T,34.29,4,2013-08-23
T,33.82,3,2013-08-22
T,33.48,2,2013-08-21
T,33.87,1,2013-08-20
T,33.79,0,2013-08-19
T,34.18,4,2013-08-16
T,34.35,3,2013-08-15
T,34.77,2,2013-08-14
T,34.72,1,2013-08-13
T,34.92,0,2013-08-12
T,34.80,4,2013-08-09
T,35.29,3,2013-08-08
T,35.59,2,2013-08-07
T,35.48,1,2013-08-06
T,35.67,0,2013-08-05
T,35.77,4,2013-08-02
T,35.72,3,2013-08-01
T,35.27,2,2013-07-31
T,35.42,1,2013-07-30
T,35.88,0,2013-07-29
T,35.60,4,2013-07-26
T,35.46,3,2013-07-25
T,35.40,2,2013-07-24
T,35.81,1,2013-07-23
T,35.58,0,2013-07-22
T,35.81,4,2013-07-19
T,35.74,3,2013-07-18
T,35.96,2,2013-07-17
T,35.88,1,2013-07-16
T,35.55,0,2013-07-15
T,35.81,4,2013-07-12
T,35.87,3,2013-07-11
T,35.39,2,2013-07-10
T,35.60,1,2013-07-09
T,35.58,0,2013-07-08
T,35.83,4,2013-07-05
T,35.62,2,2013-07-03
T,35.53,1,2013-07-02
T,35.30,0,2013-07-01
T,35.40,4,2013-06-28
T,35.63,3,2013-06-27
T,35.33,2,2013-06-26
T,35.03,1,2013-06-25
T,34.46,0,2013-06-24
T,34.47,4,2013-06-21
T,34.35,3,2013-06-20
T,35.25,2,2013-06-19
T,36.17,1,2013-06-18
T,35.76,0,2013-06-17
T,35.91,4,2013-06-14
T,36.30,3,2013-06-13
T,35.62,2,2013-06-12
T,35.76,1,2013-06-11
T,35.99,0,2013-06-10
T,35.45,4,2013-06-07
T,35.81,3,2013-06-06
T,35.26,2,2013-06-05
T,35.67,1,2013-06-04
T,35.07,0,2013-06-03
T,34.99,4,2013-05-31
T,35.50,3,2013-05-30
T,35.91,2,2013-05-29
T,36.18,1,2013-05-28
T,36.75,4,2013-05-24
T,36.74,3,2013-05-23
T,36.62,2,2013-05-22
T,36.94,1,2013-05-21
T,37.22,0,2013-05-20
T,37.44,4,2013-05-17
T,37.38,3,2013-05-16
T,37.53,2,2013-05-15
T,37.23,1,2013-05-14
T,37.00,0,2013-05-13
T,37.36,4,2013-05-10
T,37.33,3,2013-05-09
T,37.83,2,2013-05-08
T,37.52,1,2013-05-07
T,37.09,0,2013-05-06
T,37.34,4,2013-05-03
T,37.56,3,2013-05-02
T,37.56,2,2013-05-01
T,37.46,1,2013-04-30
T,37.30,0,2013-04-29
T,37.04,4,2013-04-26
T,37.28,3,2013-04-25
T,37.04,2,2013-04-24
T,39.00,1,2013-04-23
T,38.73,0,2013-04-22
T,38.28,4,2013-04-19
T,37.74,3,2013-04-18
T,37.78,2,2013-04-17
T,37.94,1,2013-04-16
T,37.95,0,2013-04-15
T,38.59,4,2013-04-12
T,38.54,3,2013-04-11
T,38.18,2,2013-04-10
T,37.76,1,2013-04-09
T,37.62,0,2013-04-08
T,38.02,4,2013-04-05
T,37.91,3,2013-04-04
T,37.28,2,2013-04-03
T,37.57,1,2013-04-02
T,37.25,0,2013-04-01
T,36.69,3,2013-03-28
T,36.62,2,2013-03-27
T,36.74,1,2013-03-26
T,36.39,0,2013-03-25
T,36.43,4,2013-03-22
T,36.15,3,2013-03-21
T,36.19,2,2013-03-20
T,36.14,1,2013-03-19
T,36.15,0,2013-03-18
T,36.43,4,2013-03-15
T,36.86,3,2013-03-14
T,36.60,2,2013-03-13
T,36.72,1,2013-03-12
T,36.60,0,2013-03-11
T,36.68,4,2013-03-08
T,36.39,3,2013-03-07
T,36.29,2,2013-03-06
T,36.60,1,2013-03-05
T,36.23,0,2013-03-04
T,36.01,4,2013-03-01
T,35.91,3,2013-02-28
T,35.85,2,2013-02-27
T,35.49,1,2013-02-26
T,35.19,0,2013-02-25
T,35.68,4,2013-02-22
T,35.43,3,2013-02-21
T,35.47,2,2013-02-20
T,35.67,1,2013-02-19
T,35.36,4,2013-02-15
T,35.29,3,2013-02-14
T,35.42,2,2013-02-13
T,35.60,1,2013-02-12
T,35.23,0,2013-02-11
T,35.27,4,2013-02-08
T,35.27,3,2013-02-07
T,35.43,2,2013-02-06
T,35.35,1,2013-02-05
T,35.23,0,2013-02-04
T,35.51,4,2013-02-01
T,34.79,3,2013-01-31
T,34.48,2,2013-01-30
T,34.68,1,2013-01-29
T,34.13,0,2013-01-28
T,34.02,4,2013-01-25
T,33.75,3,2013-01-24
T,33.78,2,2013-01-23
T,33.61,1,2013-01-22
T,33.44,4,2013-01-18
T,33.20,3,2013-01-17
T,33.26,2,2013-01-16
T,33.76,1,2013-01-15
T,34.02,0,2013-01-14
T,34.27,4,2013-01-11
T,34.37,3,2013-01-10
T,34.24,2,2013-01-09
T,34.35,1,2013-01-08
T,35.39,0,2013-01-07
T,35.23,4,2013-01-04
T,35.02,3,2013-01-03
T,35.00,2,2013-01-02
T,33.71,0,2012-12-31
T,33.32,4,2012-12-28
T,33.66,3,2012-12-27
T,33.78,2,2012-12-26
T,33.74,0,2012-12-24
T,33.67,4,2012-12-21
T,34.17,3,2012-12-20
T,33.91,2,2012-12-19
T,34.34,1,2012-12-18
T,34.23,0,2012-12-17
T,34.01,4,2012-12-14
T,34.32,3,2012-12-13
T,34.49,2,2012-12-12
T,34.15,1,2012-12-11
T,33.73,0,2012-12-10
T,33.74,4,2012-12-07
T,33.65,3,2012-12-06
T,33.91,2,2012-12-05
T,33.92,1,2012-12-04
T,34.14,0,2012-12-03
T,34.13,4,2012-11-30
T,33.93,3,2012-11-29
T,33.62,2,2012-11-28
T,33.62,1,2012-11-27
T,33.97,0,2012-11-26
T,34.36,4,2012-11-23
T,33.85,2,2012-11-21
T,33.68,1,2012-11-20
T,33.82,0,2012-11-19
T,33.14,4,2012-11-16
T,33.42,3,2012-11-15
T,33.78,2,2012-11-14
T,33.95,1,2012-11-13
T,33.87,0,2012-11-12
T,33.54,4,2012-11-09
T,33.20,3,2012-11-08
T,33.64,2,2012-11-07
T,34.80,1,2012-11-06
T,34.83,0,2012-11-05
T,34.93,4,2012-11-02
T,35.09,3,2012-11-01
T,34.59,2,2012-10-31
T,34.63,4,2012-10-26
T,34.50,3,2012-10-25
T,34.71,2,2012-10-24
T,35.00,1,2012-10-23
T,35.26,0,2012-10-22
T,35.32,4,2012-10-19
T,36.02,3,2012-10-18
T,35.72,2,2012-10-17
T,35.40,1,2012-10-16
T,35.21,0,2012-10-15
T,35.63,4,2012-10-12
T,36.26,3,2012-10-11
T,36.92,2,2012-10-10
T,37.14,1,2012-10-09
T,37.66,0,2012-10-08
T,37.86,4,2012-10-05
T,38.34,3,2012-10-04
T,38.17,2,2012-10-03
T,37.81,1,2012-10-02
T,37.75,0,2012-10-01
T,37.70,4,2012-09-28
T,37.99,3,2012-09-27
T,38.08,2,2012-09-26
T,38.06,1,2012-09-25
T,38.25,0,2012-09-24
T,38.08,4,2012-09-21
T,37.94,3,2012-09-20
T,37.76,2,2012-09-19
T,37.66,1,2012-09-18
T,37.60,0,2012-09-17
T,37.26,4,2012-09-14
T,38.15,3,2012-09-13
T,37.72,2,2012-09-12
T,37.62,1,2012-09-11
T,37.42,0,2012-09-10
T,37.30,4,2012-09-07
T,37.44,3,2012-09-06
T,36.93,2,2012-09-05
T,36.81,1,2012-09-04
T,36.64,4,2012-08-31
T,36.69,3,2012-08-30
T,36.82,2,2012-08-29
T,36.64,1,2012-08-28
T,36.87,0,2012-08-27
T,36.95,4,2012-08-24
T,36.56,3,2012-08-23
T,36.56,2,2012-08-22
T,36.59,1,2012-08-21
T,36.89,0,2012-08-20
T,37.17,4,2012-08-17
T,37.24,3,2012-08-16
T,37.10,2,2012-08-15
T,37.25,1,2012-08-14
T,37.39,0,2012-08-13
T,37.49,4,2012-08-10
T,37.23,3,2012-08-09
T,37.43,2,2012-08-08
T,37.44,1,2012-08-07
T,37.61,0,2012-08-06
T,37.58,4,2012-08-03
T,37.54,3,2012-08-02
T,37.64,2,2012-08-01
T,37.92,1,2012-07-31
T,37.43,0,2012-07-30
T,37.14,4,2012-07-27
T,36.30,3,2012-07-26
T,35.33,2,2012-07-25
T,34.63,1,2012-07-24
T,35.38,0,2012-07-23
T,35.29,4,2012-07-20
T,35.48,3,2012-07-19
T,36.19,2,2012-07-18
T,35.82,1,2012-07-17
T,35.42,0,2012-07-16
T,35.35,4,2012-07-13
T,34.87,3,2012-07-12
T,35.26,2,2012-07-11
T,35.44,1,2012-07-10
T,35.54,0,2012-07-09
T,35.44,4,2012-07-06
T,35.77,3,2012-07-05
T,36.00,1,2012-07-03
T,36.20,0,2012-07-02
T,35.66,4,2012-06-29
T,35.39,3,2012-06-28
T,35.19,2,2012-06-27
T,34.98,1,2012-06-26
T,34.95,0,2012-06-25
T,35.17,4,2012-06-22
T,35.03,3,2012-06-21
T,35.41,2,2012-06-20
T,35.47,1,2012-06-19
T,35.63,0,2012-06-18
T,35.71,4,2012-06-15
T,35.69,3,2012-06-14
T,34.98,2,2012-06-13
T,34.98,1,2012-06-12
T,34.59,0,2012-06-11
T,34.55,4,2012-06-08
T,34.16,3,2012-06-07
T,34.56,2,2012-06-06
T,34.06,1,2012-06-05
T,34.15,0,2012-06-04
T,33.90,4,2012-06-01
T,34.17,3,2012-05-31
T,33.84,2,2012-05-30
T,33.94,1,2012-05-29
T,33.69,4,2012-05-25
T,33.64,3,2012-05-24
T,33.36,2,2012-05-23
T,33.54,1,2012-05-22
T,33.63,0,2012-05-21
T,33.66,4,2012-05-18
T,33.29,3,2012-05-17
T,33.19,2,2012-05-16
T,33.35,1,2012-05-15
T,33.53,0,2012-05-14
T,33.59,4,2012-05-11
T,33.13,3,2012-05-10
T,32.81,2,2012-05-09
T,33.04,1,2012-05-08
T,33.00,0,2012-05-07
T,32.86,4,2012-05-04
T,33.11,3,2012-05-03
T,33.04,2,2012-05-02
T,33.06,1,2012-05-01
T,32.91,0,2012-04-30
T,32.67,4,2012-04-27
T,32.44,3,2012-04-26
T,31.74,2,2012-04-25
T,31.72,1,2012-04-24
T,30.61,0,2012-04-23
T,30.86,4,2012-04-20
T,30.74,3,2012-04-19
T,30.75,2,2012-04-18
T,30.89,1,2012-04-17
T,30.61,0,2012-04-16
T,30.54,4,2012-04-13
T,30.84,3,2012-04-12
T,30.45,2,2012-04-11
